incident_id,date,city,area_type,drug_type,crime_type,quantity_seized_g,offender_age,offender_gender,prior_offenses,repeat_offender,arrest_made,risk_level
DC00840,2025-01-30,Kolkata,Commercial Zone,Other Synthetic,Possession,29.22,27,Male,1,0,1,Low
DC02058,2025-01-31,Bengaluru,Commercial Zone,Heroin,Public Consumption,40.95,35,Male,0,0,0,Low
DC01771,2025-01-31,Bengaluru,Nightlife District,Cannabis,Distribution,31.82,21,Male,0,0,0,Low
DC01960,2025-01-31,Pune,Rural/Outskirts,Cocaine,Possession,18.55,32,Male,1,0,1,Low
DC01032,2025-01-31,Hyderabad,Commercial Zone,Prescription Drugs,Distribution,8.71,14,Male,3,1,0,Medium
DC03004,2025-01-31,Kolkata,Nightlife District,Prescription Drugs,Possession,1.13,29,Male,3,1,0,Low
DC00996,2025-01-31,Chennai,Educational Zone,Cannabis,Possession,5.22,25,Female,1,0,0,Low
DC02102,2025-02-01,Hyderabad,Urban Residential,Heroin,Possession,6.54,20,Male,0,0,0,Low
DC03036,2025-02-01,Delhi,Nightlife District,Cannabis,Possession,5.86,21,Male,1,0,0,Low
DC01315,2025-02-01,Bengaluru,Educational Zone,Cannabis,Distribution,13.27,30,Male,1,0,1,Medium
DC01857,2025-02-01,Pune,Nightlife District,Cocaine,Public Consumption,4.52,24,Female,0,0,0,Low
DC01485,2025-02-01,Delhi,Educational Zone,Cannabis,Trafficking,67.98,17,Male,3,1,0,High
DC02681,2025-02-01,Delhi,Educational Zone,MDMA,Possession,8.89,26,Male,1,0,0,Low
DC02739,2025-02-01,Lucknow,Commercial Zone,Heroin,Possession,6.07,31,Male,0,0,0,Low
DC04380,2025-02-02,Bengaluru,Commercial Zone,MDMA,Possession,6.05,38,Male,1,0,0,Low
DC00304,2025-02-02,Kolkata,Urban Residential,Cannabis,Possession,6.52,29,Female,0,0,1,Low
DC04211,2025-02-02,Mumbai,Educational Zone,Cocaine,Distribution,7.94,37,Male,1,0,0,Low
DC02353,2025-02-03,Kolkata,Commercial Zone,Heroin,Possession,5.26,33,Male,1,0,0,Low
DC01206,2025-02-03,Pune,Commercial Zone,Prescription Drugs,Possession,12.85,18,Male,0,0,0,Low
DC01115,2025-02-03,Hyderabad,Industrial Area,Prescription Drugs,Distribution,62.32,14,Female,0,0,0,Medium
DC02638,2025-02-03,Pune,Nightlife District,Cannabis,Possession,139.53,34,Male,3,1,0,Medium
DC02575,2025-02-03,Mumbai,Urban Residential,Cocaine,Possession,21.3,14,Male,1,0,1,Low
DC00719,2025-02-04,Mumbai,Commercial Zone,Heroin,Possession,5.35,18,Male,3,1,1,Low
DC04034,2025-02-04,Lucknow,Educational Zone,MDMA,Distribution,9.0,23,Male,1,0,1,Low
DC00645,2025-02-05,Mumbai,Commercial Zone,Other Synthetic,Distribution,1.42,29,Female,2,1,1,Medium
DC00210,2025-02-05,Mumbai,Urban Residential,Heroin,Possession,19.53,41,Female,1,0,0,Low
DC02129,2025-02-05,Jaipur,Nightlife District,Prescription Drugs,Distribution,31.65,24,Male,2,1,1,Medium
DC02017,2025-02-06,Delhi,Urban Residential,MDMA,Distribution,5.98,25,Male,5,1,0,High
DC03201,2025-02-06,Hyderabad,Urban Residential,Prescription Drugs,Distribution,38.76,19,Male,1,0,1,Medium
DC01065,2025-02-06,Bengaluru,Nightlife District,MDMA,Possession,1.62,26,Male,2,1,1,Low
DC01617,2025-02-06,Lucknow,Rural/Outskirts,Cannabis,Distribution,116.04,26,Male,1,0,1,Medium
DC04112,2025-02-07,Bengaluru,Commercial Zone,Prescription Drugs,Distribution,14.94,45,Male,3,1,1,Medium
DC03680,2025-02-07,Delhi,Educational Zone,MDMA,Possession,9.64,37,Male,1,0,1,Low
DC02763,2025-02-07,Kolkata,Urban Residential,Cannabis,Possession,38.02,29,Male,1,0,0,Low
DC00845,2025-02-08,Mumbai,Industrial Area,Prescription Drugs,Possession,12.26,32,Male,0,0,1,Low
DC03165,2025-02-08,Chennai,Commercial Zone,MDMA,Possession,9.88,30,Female,0,0,0,Low
DC04594,2025-02-09,Delhi,Commercial Zone,Cocaine,Public Consumption,27.2,21,Male,3,1,1,Medium
DC04853,2025-02-09,Pune,Industrial Area,Prescription Drugs,Public Consumption,48.98,31,Male,1,0,1,Low
DC01057,2025-02-09,Pune,Industrial Area,MDMA,Possession,8.78,38,Male,2,1,0,Low
DC02708,2025-02-09,Delhi,Urban Residential,Prescription Drugs,Public Consumption,12.4,20,Male,1,0,1,Low
DC03559,2025-02-09,Chennai,Commercial Zone,Prescription Drugs,Distribution,14.26,34,Male,0,0,0,Low
DC00084,2025-02-09,Chennai,Urban Residential,Methamphetamine,Public Consumption,34.0,14,Female,1,0,1,Low
DC01787,2025-02-09,Kolkata,Nightlife District,Cannabis,Distribution,3.96,22,Male,2,1,0,Medium
DC01907,2025-02-10,Lucknow,Commercial Zone,Other Synthetic,Possession,3.96,24,Male,0,0,1,Low
DC03590,2025-02-10,Mumbai,Rural/Outskirts,Heroin,Public Consumption,29.47,31,Male,1,0,1,Low
DC04490,2025-02-10,Hyderabad,Commercial Zone,Cannabis,Public Consumption,49.05,19,Male,3,1,1,Medium
DC02119,2025-02-10,Chennai,Commercial Zone,Prescription Drugs,Public Consumption,42.51,26,Male,2,1,1,Low
DC00395,2025-02-11,Delhi,Nightlife District,Other Synthetic,Public Consumption,25.23,40,Male,1,0,1,Low
DC00873,2025-02-11,Kolkata,Commercial Zone,Methamphetamine,Distribution,36.13,33,Male,0,0,0,Low
DC03185,2025-02-11,Bengaluru,Rural/Outskirts,Heroin,Public Consumption,2.19,41,Male,1,0,0,Low
DC02040,2025-02-11,Delhi,Nightlife District,Cannabis,Possession,52.46,37,Male,1,0,0,Low
DC04353,2025-02-11,Bengaluru,Urban Residential,Cannabis,Possession,17.44,16,Male,2,1,0,Low
DC04050,2025-02-11,Mumbai,Educational Zone,MDMA,Possession,3.56,42,Male,0,0,1,Low
DC01128,2025-02-11,Bengaluru,Urban Residential,Cannabis,Distribution,8.22,24,Female,2,1,0,Medium
DC02649,2025-02-11,Bengaluru,Urban Residential,Cocaine,Possession,1.24,14,Male,0,0,0,Low
DC01248,2025-02-12,Chennai,Rural/Outskirts,MDMA,Possession,0.66,19,Male,0,0,1,Low
DC01810,2025-02-12,Chennai,Urban Residential,Cannabis,Possession,29.74,25,Male,1,0,0,Low
DC04251,2025-02-12,Delhi,Rural/Outskirts,Cannabis,Possession,140.21,32,Male,0,0,1,Low
DC02665,2025-02-12,Hyderabad,Commercial Zone,Prescription Drugs,Public Consumption,15.63,21,Male,2,1,0,Low
DC04429,2025-02-12,Mumbai,Urban Residential,Cocaine,Possession,8.74,14,Male,2,1,0,Low
DC03621,2025-02-12,Kolkata,Commercial Zone,Methamphetamine,Possession,3.71,33,Male,0,0,1,Low
DC00746,2025-02-13,Jaipur,Industrial Area,Methamphetamine,Possession,3.19,21,Female,1,0,0,Low
DC04783,2025-02-13,Hyderabad,Urban Residential,Methamphetamine,Possession,6.49,28,Female,1,0,0,Low
DC00431,2025-02-14,Mumbai,Commercial Zone,Cannabis,Possession,21.35,29,Male,1,0,1,Low
DC02267,2025-02-15,Hyderabad,Rural/Outskirts,Methamphetamine,Possession,12.67,23,Male,1,0,1,Low
DC02114,2025-02-15,Jaipur,Urban Residential,Methamphetamine,Public Consumption,1.27,29,Female,3,1,1,Low
DC00521,2025-02-15,Hyderabad,Rural/Outskirts,Cannabis,Possession,11.01,30,Female,1,0,1,Low
DC02018,2025-02-16,Jaipur,Urban Residential,Heroin,Possession,5.92,26,Female,0,0,0,Low
DC03576,2025-02-17,Delhi,Commercial Zone,Other Synthetic,Possession,1.59,26,Male,1,0,1,Low
DC00731,2025-02-17,Mumbai,Urban Residential,Cocaine,Distribution,1.98,35,Male,1,0,0,Low
DC00118,2025-02-17,Mumbai,Industrial Area,Other Synthetic,Distribution,6.68,40,Female,3,1,0,Medium
DC01602,2025-02-18,Delhi,Urban Residential,Cannabis,Trafficking,110.56,38,Male,2,1,1,High
DC00059,2025-02-18,Chennai,Industrial Area,Cannabis,Possession,87.79,25,Male,0,0,1,Low
DC04045,2025-02-18,Bengaluru,Commercial Zone,Prescription Drugs,Possession,6.49,24,Male,1,0,1,Low
DC01914,2025-02-18,Delhi,Commercial Zone,Methamphetamine,Possession,24.7,23,Male,3,1,0,Low
DC04253,2025-02-19,Delhi,Urban Residential,Cannabis,Possession,82.69,39,Male,2,1,1,Medium
DC03531,2025-02-19,Delhi,Rural/Outskirts,Cocaine,Public Consumption,43.68,31,Male,3,1,0,Medium
DC01104,2025-02-20,Jaipur,Commercial Zone,Methamphetamine,Possession,0.5,30,Male,0,0,0,Low
DC03715,2025-02-20,Lucknow,Urban Residential,Other Synthetic,Possession,7.89,21,Female,2,1,0,Low
DC03894,2025-02-21,Bengaluru,Educational Zone,Prescription Drugs,Trafficking,65.76,23,Female,1,0,1,Medium
DC00981,2025-02-22,Delhi,Urban Residential,Cannabis,Possession,17.85,27,Female,1,0,1,Low
DC02343,2025-02-22,Chennai,Commercial Zone,Prescription Drugs,Possession,13.39,41,Female,1,0,1,Low
DC02501,2025-02-22,Ahmedabad,Commercial Zone,Cannabis,Public Consumption,4.25,16,Male,3,1,1,Low
DC03802,2025-02-22,Lucknow,Educational Zone,Cocaine,Public Consumption,20.41,36,Male,1,0,0,Low
DC03451,2025-02-23,Bengaluru,Urban Residential,Heroin,Possession,3.43,44,Male,0,0,1,Low
DC02237,2025-02-24,Jaipur,Urban Residential,Cocaine,Public Consumption,23.99,16,Male,1,0,1,Low
DC01856,2025-02-24,Delhi,Urban Residential,Prescription Drugs,Possession,2.78,29,Female,0,0,0,Low
DC04787,2025-02-25,Jaipur,Industrial Area,Heroin,Possession,73.87,41,Male,0,0,0,Low
DC02683,2025-02-25,Chennai,Commercial Zone,Methamphetamine,Possession,0.5,20,Male,0,0,1,Low
DC02741,2025-02-25,Delhi,Industrial Area,Cocaine,Possession,28.9,30,Male,0,0,0,Low
DC00444,2025-02-25,Delhi,Commercial Zone,Cocaine,Public Consumption,35.17,26,Female,0,0,1,Low
DC02203,2025-02-25,Bengaluru,Industrial Area,Cannabis,Possession,91.85,28,Female,4,1,0,Medium
DC04658,2025-02-25,Hyderabad,Nightlife District,Cannabis,Possession,43.37,17,Female,0,0,1,Low
DC00976,2025-02-26,Delhi,Commercial Zone,Cannabis,Distribution,54.88,25,Male,1,0,1,Medium
DC00103,2025-02-26,Delhi,Urban Residential,Cocaine,Possession,54.75,31,Male,1,0,1,Low
DC02171,2025-02-26,Kolkata,Nightlife District,Methamphetamine,Public Consumption,23.08,29,Male,1,0,1,Low
DC01360,2025-02-27,Hyderabad,Commercial Zone,Heroin,Distribution,27.79,23,Male,1,0,0,Medium
DC02462,2025-02-27,Jaipur,Rural/Outskirts,Prescription Drugs,Distribution,120.29,27,Male,0,0,1,Medium
DC02636,2025-02-27,Kolkata,Urban Residential,MDMA,Public Consumption,25.55,36,Male,0,0,0,Low
DC01442,2025-02-27,Chennai,Educational Zone,Methamphetamine,Possession,22.66,22,Male,1,0,1,Low
DC01649,2025-02-27,Pune,Industrial Area,Methamphetamine,Possession,1.66,20,Male,0,0,0,Low
DC02621,2025-02-27,Pune,Urban Residential,Methamphetamine,Possession,13.66,25,Male,1,0,0,Low
DC03838,2025-02-28,Mumbai,Nightlife District,Cannabis,Trafficking,73.95,33,Male,2,1,0,High
DC02878,2025-02-28,Mumbai,Urban Residential,Cocaine,Distribution,20.39,38,Male,3,1,0,Medium
DC02719,2025-03-01,Ahmedabad,Commercial Zone,Cocaine,Possession,70.86,27,Male,1,0,1,Low
DC00060,2025-03-01,Delhi,Industrial Area,MDMA,Possession,5.41,14,Male,2,1,0,Low
DC02623,2025-03-01,Bengaluru,Nightlife District,Methamphetamine,Public Consumption,3.08,20,Male,2,1,1,Low
DC00361,2025-03-01,Delhi,Commercial Zone,MDMA,Public Consumption,10.73,26,Male,0,0,1,Low
DC02868,2025-03-02,Pune,Commercial Zone,Methamphetamine,Possession,3.65,24,Female,0,0,1,Low
DC02595,2025-03-02,Mumbai,Nightlife District,Cannabis,Possession,18.18,23,Male,2,1,0,Low
DC01583,2025-03-03,Hyderabad,Urban Residential,MDMA,Possession,27.44,37,Male,0,0,0,Low
DC00630,2025-03-04,Delhi,Industrial Area,MDMA,Possession,15.67,21,Male,0,0,1,Low
DC03046,2025-03-04,Kolkata,Industrial Area,Heroin,Possession,5.75,14,Male,0,0,0,Low
DC04846,2025-03-04,Delhi,Nightlife District,MDMA,Possession,3.91,37,Male,0,0,0,Low
DC03725,2025-03-05,Delhi,Commercial Zone,Cannabis,Distribution,94.48,27,Male,0,0,1,Medium
DC02748,2025-03-05,Mumbai,Nightlife District,Methamphetamine,Distribution,2.91,21,Male,2,1,1,Medium
DC01892,2025-03-05,Delhi,Nightlife District,Prescription Drugs,Possession,18.33,29,Male,3,1,1,Low
DC02033,2025-03-05,Bengaluru,Nightlife District,Methamphetamine,Public Consumption,14.52,38,Female,2,1,1,Low
DC04369,2025-03-05,Mumbai,Commercial Zone,Cannabis,Distribution,66.47,32,Female,0,0,1,Medium
DC03912,2025-03-06,Delhi,Commercial Zone,Other Synthetic,Public Consumption,3.69,31,Male,1,0,0,Low
DC02167,2025-03-07,Kolkata,Commercial Zone,MDMA,Possession,0.5,29,Male,0,0,1,Low
DC02582,2025-03-07,Jaipur,Nightlife District,Prescription Drugs,Possession,31.69,36,Male,1,0,1,Low
DC03781,2025-03-07,Delhi,Nightlife District,MDMA,Possession,0.5,30,Male,1,0,0,Low
DC02387,2025-03-07,Delhi,Urban Residential,Heroin,Possession,16.72,43,Male,3,1,1,Low
DC02445,2025-03-07,Bengaluru,Educational Zone,Cannabis,Distribution,66.13,30,Male,1,0,0,Medium
DC00676,2025-03-07,Lucknow,Urban Residential,Cannabis,Possession,31.06,31,Male,2,1,0,Low
DC02653,2025-03-08,Delhi,Rural/Outskirts,Cannabis,Trafficking,54.81,41,Female,3,1,1,High
DC02759,2025-03-08,Kolkata,Rural/Outskirts,Cannabis,Distribution,99.81,26,Male,0,0,1,Medium
DC01663,2025-03-08,Jaipur,Commercial Zone,Heroin,Possession,29.74,38,Male,1,0,1,Low
DC01994,2025-03-09,Mumbai,Industrial Area,Cannabis,Public Consumption,18.89,40,Male,2,1,0,Low
DC01190,2025-03-10,Kolkata,Industrial Area,Cannabis,Public Consumption,27.9,27,Male,0,0,1,Low
DC01689,2025-03-10,Hyderabad,Commercial Zone,Prescription Drugs,Trafficking,68.23,19,Male,5,1,0,High
DC00704,2025-03-10,Mumbai,Educational Zone,Cocaine,Distribution,57.26,30,Female,1,0,0,Medium
DC02365,2025-03-10,Hyderabad,Urban Residential,Cannabis,Distribution,15.15,26,Male,1,0,1,Medium
DC03978,2025-03-10,Hyderabad,Educational Zone,Cannabis,Distribution,56.86,23,Male,0,0,0,Medium
DC04935,2025-03-10,Bengaluru,Nightlife District,Cannabis,Possession,24.53,20,Male,2,1,0,Low
DC03543,2025-03-11,Mumbai,Commercial Zone,MDMA,Possession,1.06,28,Male,0,0,1,Low
DC04925,2025-03-11,Chennai,Urban Residential,Prescription Drugs,Possession,1.41,27,Male,2,1,1,Low
DC04193,2025-03-11,Bengaluru,Commercial Zone,MDMA,Public Consumption,4.83,39,Male,4,1,0,Medium
DC01131,2025-03-12,Pune,Educational Zone,Cannabis,Possession,22.45,22,Male,1,0,0,Low
DC02806,2025-03-12,Lucknow,Urban Residential,Cannabis,Possession,33.83,29,Male,1,0,0,Low
DC00248,2025-03-12,Lucknow,Urban Residential,Heroin,Possession,16.51,32,Male,2,1,0,Low
DC01288,2025-03-13,Delhi,Urban Residential,Methamphetamine,Possession,71.54,32,Male,0,0,0,Low
DC02278,2025-03-13,Bengaluru,Industrial Area,Cannabis,Possession,27.93,27,Male,3,1,0,Low
DC00265,2025-03-13,Jaipur,Nightlife District,Heroin,Possession,0.68,42,Female,2,1,0,Low
DC04069,2025-03-13,Kolkata,Commercial Zone,Methamphetamine,Possession,2.1,24,Male,0,0,0,Low
DC04007,2025-03-13,Delhi,Commercial Zone,Cocaine,Public Consumption,11.4,25,Male,1,0,0,Low
DC02043,2025-03-14,Hyderabad,Educational Zone,Cannabis,Public Consumption,23.24,15,Female,2,1,0,Low
DC00413,2025-03-14,Lucknow,Urban Residential,Methamphetamine,Possession,7.46,41,Male,0,0,1,Low
DC03328,2025-03-14,Bengaluru,Rural/Outskirts,Cannabis,Possession,0.62,27,Male,0,0,1,Low
DC00455,2025-03-14,Mumbai,Educational Zone,Cannabis,Distribution,88.6,20,Female,2,1,0,Medium
DC00585,2025-03-15,Kolkata,Commercial Zone,Cannabis,Distribution,5.7,26,Female,1,0,0,Low
DC00551,2025-03-15,Bengaluru,Nightlife District,Other Synthetic,Possession,14.46,32,Male,2,1,1,Low
DC02366,2025-03-15,Chennai,Urban Residential,Heroin,Distribution,21.5,37,Male,2,1,0,Medium
DC04134,2025-03-15,Kolkata,Rural/Outskirts,Cannabis,Possession,104.98,28,Female,1,0,1,Low
DC03175,2025-03-15,Chennai,Commercial Zone,Cannabis,Distribution,99.76,32,Male,4,1,1,High
DC03736,2025-03-15,Bengaluru,Urban Residential,Cannabis,Possession,41.1,38,Female,2,1,0,Low
DC00820,2025-03-16,Delhi,Nightlife District,Cocaine,Possession,48.68,40,Female,3,1,1,Medium
DC03539,2025-03-16,Kolkata,Nightlife District,Cannabis,Possession,43.23,17,Female,1,0,1,Low
DC03857,2025-03-16,Delhi,Industrial Area,Heroin,Possession,10.34,19,Female,2,1,0,Low
DC01827,2025-03-16,Chennai,Rural/Outskirts,Cannabis,Possession,34.38,19,Male,1,0,1,Low
DC02411,2025-03-17,Kolkata,Urban Residential,Prescription Drugs,Possession,40.26,49,Male,6,1,1,Medium
DC03347,2025-03-17,Delhi,Rural/Outskirts,Other Synthetic,Public Consumption,3.22,48,Male,0,0,1,Low
DC01685,2025-03-18,Mumbai,Urban Residential,Cocaine,Possession,8.48,24,Male,1,0,1,Low
DC01397,2025-03-18,Bengaluru,Urban Residential,Methamphetamine,Distribution,0.5,37,Male,2,1,0,Medium
DC00030,2025-03-18,Chennai,Commercial Zone,Methamphetamine,Possession,45.6,20,Male,1,0,1,Low
DC00618,2025-03-19,Delhi,Commercial Zone,Heroin,Public Consumption,10.46,35,Male,0,0,0,Low
DC00360,2025-03-19,Hyderabad,Urban Residential,Cannabis,Possession,2.01,28,Male,0,0,1,Low
DC01688,2025-03-20,Bengaluru,Industrial Area,Heroin,Possession,45.71,34,Female,0,0,0,Low
DC00225,2025-03-20,Delhi,Urban Residential,Cannabis,Public Consumption,6.27,20,Male,0,0,1,Low
DC02301,2025-03-21,Ahmedabad,Rural/Outskirts,Methamphetamine,Distribution,58.71,22,Male,1,0,0,Medium
DC02980,2025-03-21,Lucknow,Industrial Area,Methamphetamine,Possession,10.22,31,Female,3,1,0,Low
DC01536,2025-03-22,Mumbai,Industrial Area,Prescription Drugs,Possession,49.41,37,Male,1,0,1,Low
DC02680,2025-03-22,Bengaluru,Rural/Outskirts,Other Synthetic,Public Consumption,15.88,39,Male,1,0,0,Low
DC02262,2025-03-22,Hyderabad,Nightlife District,Methamphetamine,Distribution,55.12,25,Male,0,0,1,Medium
DC00500,2025-03-22,Lucknow,Urban Residential,Other Synthetic,Public Consumption,2.77,38,Male,3,1,1,Low
DC02236,2025-03-22,Hyderabad,Industrial Area,MDMA,Possession,44.33,24,Male,2,1,1,Low
DC04653,2025-03-23,Bengaluru,Educational Zone,Cannabis,Distribution,53.33,14,Male,0,0,0,Medium
DC00027,2025-03-23,Mumbai,Urban Residential,Heroin,Distribution,8.8,26,Male,1,0,0,Low
DC02662,2025-03-23,Jaipur,Urban Residential,MDMA,Possession,14.26,31,Male,4,1,1,Medium
DC04295,2025-03-23,Delhi,Industrial Area,Methamphetamine,Possession,2.19,44,Male,1,0,0,Low
DC03665,2025-03-23,Hyderabad,Commercial Zone,Heroin,Public Consumption,5.72,17,Male,2,1,0,Low
DC00006,2025-03-24,Mumbai,Rural/Outskirts,Other Synthetic,Possession,4.0,30,Male,0,0,1,Low
DC02310,2025-03-25,Delhi,Industrial Area,Cocaine,Trafficking,70.88,22,Male,1,0,1,Medium
DC03148,2025-03-25,Kolkata,Commercial Zone,Cannabis,Public Consumption,11.4,23,Male,2,1,0,Low
DC01719,2025-03-25,Lucknow,Commercial Zone,MDMA,Possession,24.23,20,Male,2,1,0,Low
DC02714,2025-03-25,Delhi,Nightlife District,Methamphetamine,Public Consumption,14.41,26,Male,1,0,0,Low
DC03252,2025-03-26,Mumbai,Urban Residential,Cannabis,Distribution,40.2,24,Male,1,0,1,Medium
DC03833,2025-03-26,Ahmedabad,Rural/Outskirts,MDMA,Public Consumption,0.5,19,Female,1,0,0,Low
DC01722,2025-03-27,Mumbai,Commercial Zone,Cannabis,Possession,52.81,14,Male,1,0,0,Low
DC02811,2025-03-27,Delhi,Commercial Zone,Methamphetamine,Possession,15.12,33,Male,1,0,1,Low
DC03053,2025-03-27,Delhi,Nightlife District,Cannabis,Distribution,190.9,17,Male,2,1,0,High
DC01423,2025-03-27,Chennai,Urban Residential,Cannabis,Possession,14.22,43,Female,4,1,0,Medium
DC02903,2025-03-27,Chennai,Industrial Area,Cannabis,Possession,22.91,33,Male,4,1,0,Medium
DC03306,2025-03-27,Delhi,Commercial Zone,Other Synthetic,Possession,1.19,31,Male,2,1,1,Low
DC00619,2025-03-28,Ahmedabad,Industrial Area,MDMA,Distribution,13.05,34,Female,2,1,1,Medium
DC03748,2025-03-29,Bengaluru,Industrial Area,Cannabis,Possession,10.69,34,Male,0,0,0,Low
DC03371,2025-03-29,Mumbai,Urban Residential,MDMA,Public Consumption,4.49,24,Male,0,0,0,Low
DC04900,2025-03-29,Jaipur,Rural/Outskirts,Heroin,Possession,11.24,18,Male,8,1,1,High
DC03604,2025-03-30,Delhi,Nightlife District,Cannabis,Trafficking,222.43,29,Male,3,1,1,High
DC00175,2025-03-30,Kolkata,Urban Residential,Heroin,Possession,45.36,40,Male,4,1,1,Medium
DC01486,2025-03-30,Delhi,Commercial Zone,Prescription Drugs,Possession,48.7,18,Male,2,1,1,Low
DC01900,2025-03-30,Pune,Industrial Area,MDMA,Possession,18.88,14,Female,2,1,0,Low
DC02546,2025-03-31,Bengaluru,Industrial Area,Methamphetamine,Public Consumption,7.27,41,Male,1,0,1,Low
DC01212,2025-03-31,Bengaluru,Commercial Zone,Heroin,Possession,17.1,14,Male,2,1,1,Low
DC00593,2025-03-31,Mumbai,Commercial Zone,Cocaine,Distribution,0.98,39,Male,1,0,1,Low
DC02067,2025-04-01,Mumbai,Educational Zone,Cannabis,Public Consumption,25.79,19,Male,0,0,0,Low
DC04150,2025-04-01,Pune,Nightlife District,Cannabis,Distribution,74.77,22,Female,2,1,0,Medium
DC02437,2025-04-01,Delhi,Industrial Area,Cocaine,Distribution,60.43,32,Female,1,0,1,Medium
DC03100,2025-04-01,Bengaluru,Rural/Outskirts,Cannabis,Trafficking,66.09,20,Female,1,0,1,Medium
DC03938,2025-04-02,Mumbai,Educational Zone,Other Synthetic,Possession,10.57,28,Male,0,0,0,Low
DC04986,2025-04-02,Mumbai,Rural/Outskirts,Cannabis,Possession,36.56,32,Male,0,0,1,Low
DC00174,2025-04-02,Mumbai,Industrial Area,Cannabis,Public Consumption,17.21,22,Male,3,1,0,Medium
DC00844,2025-04-02,Lucknow,Commercial Zone,Heroin,Possession,20.71,24,Male,2,1,1,Low
DC03467,2025-04-02,Bengaluru,Educational Zone,Heroin,Distribution,19.36,36,Male,1,0,0,Medium
DC03866,2025-04-02,Delhi,Urban Residential,Cannabis,Distribution,66.7,29,Female,0,0,0,Medium
DC04576,2025-04-03,Delhi,Rural/Outskirts,Heroin,Possession,35.23,25,Male,3,1,0,Medium
DC03242,2025-04-03,Bengaluru,Industrial Area,Cannabis,Public Consumption,25.84,16,Male,2,1,1,Low
DC02438,2025-04-03,Delhi,Educational Zone,Cannabis,Trafficking,57.49,17,Male,1,0,0,Medium
DC00766,2025-04-04,Hyderabad,Commercial Zone,MDMA,Possession,3.23,33,Male,2,1,0,Low
DC03414,2025-04-04,Delhi,Urban Residential,MDMA,Distribution,10.71,19,Male,3,1,1,Medium
DC01656,2025-04-04,Lucknow,Nightlife District,Cannabis,Distribution,158.18,31,Male,0,0,1,Medium
DC00778,2025-04-04,Pune,Commercial Zone,Cannabis,Possession,10.42,27,Male,1,0,1,Low
DC02651,2025-04-04,Mumbai,Commercial Zone,Prescription Drugs,Possession,9.79,23,Female,0,0,1,Low
DC04053,2025-04-04,Ahmedabad,Urban Residential,Heroin,Possession,18.28,35,Male,1,0,1,Low
DC02486,2025-04-05,Lucknow,Educational Zone,Cocaine,Possession,40.44,37,Male,2,1,0,Low
DC02907,2025-04-05,Lucknow,Industrial Area,Prescription Drugs,Trafficking,68.17,14,Female,1,0,1,Medium
DC00349,2025-04-05,Delhi,Nightlife District,Prescription Drugs,Possession,31.18,37,Male,0,0,0,Low
DC00692,2025-04-06,Bengaluru,Nightlife District,Prescription Drugs,Possession,17.85,40,Male,1,0,1,Low
